starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 27 20:33:00 2026	1774639980	157	1205	1362	1205
Fri Mar 27 20:36:01 2026	1774640161	131	1231	1362	1231
Fri Mar 27 20:32:28 2026	1774639948	176	1187	1363	1185
Fri Mar 27 20:32:49 2026	1774639969	155	1207	1363	1207
Fri Mar 27 20:36:14 2026	1774640174	161	1202	1363	1186
Fri Mar 27 20:34:26 2026	1774640066	199	1164	1363	1164
Fri Mar 27 20:36:21 2026	1774640181	159	1204	1363	1204
Fri Mar 27 20:32:38 2026	1774639958	146	1217	1363	1217
Fri Mar 27 20:36:21 2026	1774640181	172	1191	1363	1191
Fri Mar 27 20:33:24 2026	1774640004	189	1174	1363	1174
Fri Mar 27 20:33:45 2026	1774640025	190	1173	1363	1169
Fri Mar 27 20:34:34 2026	1774640074	136	1227	1363	1227
Fri Mar 27 20:36:10 2026	1774640170	148	1215	1363	1215
Fri Mar 27 20:32:43 2026	1774639963	158	1205	1363	1205
Fri Mar 27 20:32:31 2026	1774639951	183	1180	1363	1180
Fri Mar 27 20:35:40 2026	1774640140	208	1155	1363	1155
Fri Mar 27 20:36:22 2026	1774640182	145	1218	1363	1218
Fri Mar 27 20:33:04 2026	1774639984	187	1176	1363	1176
Fri Mar 27 20:34:33 2026	1774640073	143	1220	1363	1220
Fri Mar 27 20:32:50 2026	1774639970	150	1214	1363	1214
Fri Mar 27 20:33:48 2026	1774640028	186	1177	1363	1177
Fri Mar 27 20:36:19 2026	1774640179	126	1237	1363	1237
Fri Mar 27 20:35:34 2026	1774640134	177	1187	1364	1186
Fri Mar 27 20:34:27 2026	1774640067	169	1195	1364	1195
Fri Mar 27 20:34:29 2026	1774640069	144	1219	1364	1219
Fri Mar 27 20:32:44 2026	1774639964	178	1185	1364	1185
Fri Mar 27 20:33:22 2026	1774640002	189	1174	1364	1174
Fri Mar 27 20:32:54 2026	1774639974	154	1210	1364	1210
Fri Mar 27 20:34:29 2026	1774640069	144	1219	1364	1219
Fri Mar 27 20:32:39 2026	1774639959	119	1245	1364	1245
Fri Mar 27 20:36:25 2026	1774640185	142	1221	1364	1211
Fri Mar 27 20:33:38 2026	1774640018	153	1211	1364	1210
Fri Mar 27 20:33:41 2026	1774640021	115	1248	1364	1248
Fri Mar 27 20:33:02 2026	1774639982	171	1192	1364	1192
Fri Mar 27 20:34:44 2026	1774640084	151	1213	1364	1213
Fri Mar 27 20:35:07 2026	1774640107	151	1213	1364	1207
Fri Mar 27 20:33:31 2026	1774640011	173	1191	1364	1191
Fri Mar 27 20:32:28 2026	1774639948	179	1185	1364	1185
Fri Mar 27 20:34:06 2026	1774640046	148	1216	1364	1216
Fri Mar 27 20:33:02 2026	1774639982	172	1192	1364	1192
Fri Mar 27 20:32:27 2026	1774639947	177	1187	1364	1186
Fri Mar 27 20:36:03 2026	1774640163	168	1196	1364	1196
Fri Mar 27 20:32:28 2026	1774639948	179	1185	1364	1185
Fri Mar 27 20:33:59 2026	1774640039	221	1143	1364	1143
Fri Mar 27 20:34:06 2026	1774640046	146	1218	1364	1218
Fri Mar 27 20:32:28 2026	1774639948	176	1189	1364	1188
Fri Mar 27 20:34:58 2026	1774640098	163	1201	1364	1201
Fri Mar 27 20:34:35 2026	1774640075	185	1179	1364	1179
Fri Mar 27 20:34:57 2026	1774640097	167	1197	1364	1197
Fri Mar 27 20:35:35 2026	1774640135	144	1221	1364	1220
Fri Mar 27 20:34:29 2026	1774640069	161	1203	1364	1203
Fri Mar 27 20:32:29 2026	1774639949	166	1198	1364	1198
Fri Mar 27 20:32:28 2026	1774639948	176	1189	1364	1188
Fri Mar 27 20:34:51 2026	1774640091	184	1180	1364	1180
Fri Mar 27 20:32:28 2026	1774639948	179	1186	1364	1186
Fri Mar 27 20:32:27 2026	1774639947	163	1201	1364	1201
Fri Mar 27 20:32:27 2026	1774639947	163	1202	1364	1201
Fri Mar 27 20:32:27 2026	1774639947	164	1201	1364	1201
Fri Mar 27 20:34:05 2026	1774640045	219	1146	1365	1145
Fri Mar 27 20:32:27 2026	1774639947	163	1201	1365	1201
Fri Mar 27 20:32:27 2026	1774639947	163	1202	1365	1201
Fri Mar 27 20:33:36 2026	1774640016	206	1158	1365	1158
Fri Mar 27 20:32:27 2026	1774639947	163	1201	1365	1201
Fri Mar 27 20:35:06 2026	1774640106	189	1175	1365	1175
Fri Mar 27 20:34:35 2026	1774640075	160	1205	1365	1205
Fri Mar 27 20:32:27 2026	1774639947	163	1202	1365	1201
Fri Mar 27 20:34:33 2026	1774640073	118	1247	1365	1247
Fri Mar 27 20:33:14 2026	1774639994	194	1171	1365	1170
Fri Mar 27 20:35:21 2026	1774640121	226	1139	1365	1139
Fri Mar 27 20:35:38 2026	1774640138	138	1227	1365	1227
Fri Mar 27 20:36:12 2026	1774640172	172	1193	1365	1193
Fri Mar 27 20:36:24 2026	1774640184	167	1198	1365	1198
Fri Mar 27 20:35:40 2026	1774640140	179	1186	1365	1186
Fri Mar 27 20:35:11 2026	1774640111	145	1220	1365	1220
Fri Mar 27 20:35:24 2026	1774640124	142	1224	1365	1223
Fri Mar 27 20:34:40 2026	1774640080	196	1169	1365	1169
Fri Mar 27 20:32:28 2026	1774639948	179	1187	1365	1186
Fri Mar 27 20:35:05 2026	1774640105	139	1226	1365	1226
Fri Mar 27 20:33:28 2026	1774640008	112	1254	1365	1253
Fri Mar 27 20:34:34 2026	1774640074	181	1184	1365	1184
Fri Mar 27 20:34:43 2026	1774640083	138	1227	1365	1227
Fri Mar 27 20:35:05 2026	1774640105	187	1178	1365	1178
Fri Mar 27 20:35:11 2026	1774640111	161	1204	1365	1204
Fri Mar 27 20:33:53 2026	1774640033	147	1219	1366	1219
Fri Mar 27 20:33:23 2026	1774640003	170	1196	1366	1195
Fri Mar 27 20:33:34 2026	1774640014	133	1232	1366	1232
Fri Mar 27 20:36:13 2026	1774640173	158	1208	1366	1208
Fri Mar 27 20:32:27 2026	1774639947	172	1194	1366	1193
Fri Mar 27 20:33:53 2026	1774640033	143	1223	1366	1222
Fri Mar 27 20:34:48 2026	1774640088	145	1221	1366	1221
Fri Mar 27 20:33:43 2026	1774640023	150	1216	1366	1216
Fri Mar 27 20:34:18 2026	1774640058	113	1253	1366	1201
Fri Mar 27 20:35:34 2026	1774640134	179	1187	1366	1187
Fri Mar 27 20:33:25 2026	1774640005	135	1232	1366	1231
Fri Mar 27 20:34:35 2026	1774640075	184	1182	1366	1182
Fri Mar 27 20:35:46 2026	1774640146	207	1160	1366	1160
Fri Mar 27 20:33:25 2026	1774640005	135	1232	1366	1231
Fri Mar 27 20:33:50 2026	1774640030	158	1208	1366	1208
Fri Mar 27 20:36:03 2026	1774640163	126	1241	1366	1241
Fri Mar 27 20:36:07 2026	1774640167	176	1191	1366	1191
Fri Mar 27 20:32:40 2026	1774639960	196	1171	1366	1170
Fri Mar 27 20:35:20 2026	1774640120	186	1181	1366	1181
Fri Mar 27 20:33:20 2026	1774640000	134	1232	1366	1232
Fri Mar 27 20:35:10 2026	1774640110	172	1195	1366	1194
Fri Mar 27 20:33:11 2026	1774639991	177	1190	1367	1190
Fri Mar 27 20:33:50 2026	1774640030	156	1210	1367	1210
Fri Mar 27 20:36:07 2026	1774640167	176	1191	1367	1191
Fri Mar 27 20:33:53 2026	1774640033	147	1220	1367	1220
Fri Mar 27 20:36:00 2026	1774640160	192	1174	1367	1174
Fri Mar 27 20:33:01 2026	1774639981	188	1179	1367	1179
Fri Mar 27 20:35:36 2026	1774640136	141	1226	1367	1176
Fri Mar 27 20:35:36 2026	1774640136	144	1223	1367	1223
Fri Mar 27 20:34:46 2026	1774640086	191	1175	1367	1175
Fri Mar 27 20:33:11 2026	1774639991	177	1190	1367	1190
Fri Mar 27 20:36:00 2026	1774640160	192	1175	1367	1174
Fri Mar 27 20:36:11 2026	1774640171	197	1170	1367	1170
Fri Mar 27 20:33:01 2026	1774639981	188	1179	1367	1179
Fri Mar 27 20:36:22 2026	1774640182	183	1183	1367	1182
Fri Mar 27 20:33:01 2026	1774639981	188	1179	1367	1179
Fri Mar 27 20:33:01 2026	1774639981	160	1207	1367	1207
Fri Mar 27 20:35:58 2026	1774640158	178	1188	1367	1188
Fri Mar 27 20:36:05 2026	1774640165	178	1188	1367	1188
Fri Mar 27 20:33:20 2026	1774640000	129	1238	1367	1238
Fri Mar 27 20:34:34 2026	1774640074	180	1187	1367	1187
Fri Mar 27 20:36:24 2026	1774640184	166	1201	1367	1201
Fri Mar 27 20:36:00 2026	1774640160	192	1175	1367	1174
Fri Mar 27 20:33:30 2026	1774640010	145	1221	1367	1221
Fri Mar 27 20:32:27 2026	1774639947	176	1191	1367	1191
Fri Mar 27 20:36:25 2026	1774640185	144	1223	1367	1223
Fri Mar 27 20:34:11 2026	1774640051	175	1192	1367	1192
Fri Mar 27 20:35:15 2026	1774640115	170	1197	1367	1197
Fri Mar 27 20:33:09 2026	1774639989	187	1180	1367	1180
Fri Mar 27 20:33:03 2026	1774639983	155	1212	1367	1212
Fri Mar 27 20:36:23 2026	1774640183	144	1223	1367	1223
Fri Mar 27 20:33:20 2026	1774640000	166	1201	1367	1200
Fri Mar 27 20:33:12 2026	1774639992	164	1203	1367	1203
Fri Mar 27 20:36:20 2026	1774640180	194	1173	1367	1173
Fri Mar 27 20:36:11 2026	1774640171	152	1215	1367	1215
Fri Mar 27 20:36:22 2026	1774640182	187	1180	1367	1179
Fri Mar 27 20:35:58 2026	1774640158	179	1189	1367	1189
Fri Mar 27 20:32:35 2026	1774639955	186	1182	1367	1181
Fri Mar 27 20:32:50 2026	1774639970	186	1181	1367	1181
Fri Mar 27 20:33:59 2026	1774640039	221	1146	1367	1146
Fri Mar 27 20:36:00 2026	1774640160	193	1175	1367	1174
Fri Mar 27 20:36:00 2026	1774640160	192	1175	1367	1175
Fri Mar 27 20:35:58 2026	1774640158	179	1188	1367	1188
Fri Mar 27 20:34:11 2026	1774640051	186	1182	1367	1181
Fri Mar 27 20:33:49 2026	1774640029	171	1196	1367	1196
Fri Mar 27 20:34:45 2026	1774640085	195	1172	1367	1172
Fri Mar 27 20:34:32 2026	1774640072	162	1205	1367	1205
Fri Mar 27 20:36:00 2026	1774640160	192	1175	1367	1175
Fri Mar 27 20:36:00 2026	1774640160	192	1175	1367	1175
Fri Mar 27 20:36:00 2026	1774640160	193	1175	1367	1174
Fri Mar 27 20:34:11 2026	1774640051	186	1181	1367	1181
Fri Mar 27 20:36:00 2026	1774640160	193	1175	1367	1175
Fri Mar 27 20:32:38 2026	1774639958	143	1224	1367	1224
Fri Mar 27 20:36:00 2026	1774640160	192	1175	1367	1175
Fri Mar 27 20:36:05 2026	1774640165	179	1189	1367	1188
Fri Mar 27 20:35:58 2026	1774640158	179	1189	1367	1189
Fri Mar 27 20:33:02 2026	1774639982	184	1183	1368	1183
Fri Mar 27 20:33:31 2026	1774640011	179	1189	1368	1189
Fri Mar 27 20:35:58 2026	1774640158	179	1189	1368	1189
Fri Mar 27 20:33:43 2026	1774640023	188	1179	1368	1179
Fri Mar 27 20:33:49 2026	1774640029	171	1197	1368	1196
Fri Mar 27 20:33:11 2026	1774639991	171	1197	1368	1197
Fri Mar 27 20:34:11 2026	1774640051	175	1193	1368	1192
Fri Mar 27 20:35:58 2026	1774640158	178	1189	1368	1189
Fri Mar 27 20:32:38 2026	1774639958	166	1201	1368	1201
Fri Mar 27 20:33:02 2026	1774639982	184	1184	1368	1183
Fri Mar 27 20:33:21 2026	1774640001	186	1182	1368	1182
Fri Mar 27 20:36:05 2026	1774640165	179	1189	1368	1188
Fri Mar 27 20:35:58 2026	1774640158	179	1189	1368	1189
Fri Mar 27 20:34:12 2026	1774640052	148	1220	1368	1220
Fri Mar 27 20:32:33 2026	1774639953	177	1191	1368	1191
Fri Mar 27 20:35:18 2026	1774640118	181	1187	1368	1187
Fri Mar 27 20:36:05 2026	1774640165	179	1189	1368	1188
Fri Mar 27 20:36:09 2026	1774640169	167	1200	1368	1200
Fri Mar 27 20:36:12 2026	1774640172	119	1249	1368	1249
Fri Mar 27 20:35:12 2026	1774640112	182	1186	1368	1186
Fri Mar 27 20:36:00 2026	1774640160	193	1175	1368	1175
Fri Mar 27 20:33:36 2026	1774640016	185	1183	1368	1182
Fri Mar 27 20:36:00 2026	1774640160	193	1175	1368	1175
Fri Mar 27 20:34:45 2026	1774640085	134	1234	1368	1234
Fri Mar 27 20:33:21 2026	1774640001	167	1201	1368	1201
Fri Mar 27 20:36:00 2026	1774640160	193	1175	1368	1175
Fri Mar 27 20:36:07 2026	1774640167	167	1201	1368	1201
Fri Mar 27 20:34:50 2026	1774640090	162	1206	1368	1206
Fri Mar 27 20:34:29 2026	1774640069	188	1180	1368	1180
Fri Mar 27 20:36:05 2026	1774640165	179	1189	1368	1188
Fri Mar 27 20:36:07 2026	1774640167	167	1201	1368	1201
Fri Mar 27 20:33:39 2026	1774640019	212	1156	1368	1156
Fri Mar 27 20:36:04 2026	1774640164	184	1184	1368	1184
Fri Mar 27 20:34:52 2026	1774640092	202	1166	1368	1166
Fri Mar 27 20:35:58 2026	1774640158	179	1189	1368	1189
Fri Mar 27 20:35:58 2026	1774640158	144	1225	1368	1224
Fri Mar 27 20:36:04 2026	1774640164	185	1184	1368	1184
Fri Mar 27 20:33:37 2026	1774640017	184	1184	1368	1184
Fri Mar 27 20:35:17 2026	1774640117	172	1197	1368	1197
Fri Mar 27 20:35:58 2026	1774640158	144	1225	1368	1224
Fri Mar 27 20:35:58 2026	1774640158	176	1192	1368	1192
Fri Mar 27 20:32:53 2026	1774639973	146	1222	1368	1222
Fri Mar 27 20:34:50 2026	1774640090	195	1173	1368	1173
Fri Mar 27 20:35:45 2026	1774640145	183	1186	1368	1186
Fri Mar 27 20:36:18 2026	1774640178	135	1233	1368	1233
Fri Mar 27 20:33:04 2026	1774639984	176	1192	1368	1192
Fri Mar 27 20:34:45 2026	1774640085	174	1194	1369	1194
Fri Mar 27 20:32:27 2026	1774639947	145	1223	1369	1222
Fri Mar 27 20:34:03 2026	1774640043	176	1193	1369	1193
Fri Mar 27 20:35:36 2026	1774640136	134	1235	1369	1235
Fri Mar 27 20:35:16 2026	1774640116	119	1249	1369	1249
Fri Mar 27 20:33:55 2026	1774640035	159	1210	1369	1210
Fri Mar 27 20:33:42 2026	1774640022	173	1196	1369	1196
Fri Mar 27 20:33:48 2026	1774640028	178	1191	1369	1191
Fri Mar 27 20:35:32 2026	1774640132	185	1183	1369	1183
Fri Mar 27 20:34:19 2026	1774640059	158	1211	1369	1210
Fri Mar 27 20:33:40 2026	1774640020	153	1216	1369	1216
Fri Mar 27 20:34:45 2026	1774640085	179	1190	1369	1189
Fri Mar 27 20:34:07 2026	1774640047	171	1198	1369	1198
Fri Mar 27 20:32:30 2026	1774639950	141	1228	1369	1227
Fri Mar 27 20:32:40 2026	1774639960	174	1195	1369	1195
Fri Mar 27 20:34:19 2026	1774640059	159	1210	1369	1210
Fri Mar 27 20:35:06 2026	1774640106	153	1216	1369	1216
Fri Mar 27 20:36:24 2026	1774640184	169	1200	1369	1200
Fri Mar 27 20:33:04 2026	1774639984	177	1192	1369	1192
Fri Mar 27 20:33:03 2026	1774639983	154	1215	1369	1215
Fri Mar 27 20:33:41 2026	1774640021	151	1219	1369	1218
Fri Mar 27 20:35:32 2026	1774640132	185	1184	1369	1183
Fri Mar 27 20:34:03 2026	1774640043	168	1201	1369	1201
Fri Mar 27 20:36:11 2026	1774640171	188	1181	1369	1181
Fri Mar 27 20:32:28 2026	1774639948	179	1191	1369	1190
Fri Mar 27 20:34:20 2026	1774640060	168	1201	1369	1201
Fri Mar 27 20:36:18 2026	1774640178	136	1233	1369	1233
Fri Mar 27 20:35:38 2026	1774640138	145	1225	1369	1201
Fri Mar 27 20:32:27 2026	1774639947	146	1223	1369	1223
Fri Mar 27 20:32:30 2026	1774639950	141	1228	1369	1227
Fri Mar 27 20:36:05 2026	1774640165	161	1209	1369	1208
Fri Mar 27 20:32:27 2026	1774639947	146	1223	1369	1223
Fri Mar 27 20:34:14 2026	1774640054	168	1202	1369	1201
Fri Mar 27 20:32:28 2026	1774639948	179	1190	1369	1190
Fri Mar 27 20:35:16 2026	1774640116	120	1250	1369	1249
Fri Mar 27 20:32:55 2026	1774639975	187	1183	1369	1183
Fri Mar 27 20:32:27 2026	1774639947	148	1221	1370	1221
Fri Mar 27 20:33:55 2026	1774640035	209	1161	1370	1161
Fri Mar 27 20:32:27 2026	1774639947	146	1223	1370	1223
Fri Mar 27 20:32:36 2026	1774639956	188	1182	1370	1182
Fri Mar 27 20:35:30 2026	1774640130	219	1150	1370	1150
Fri Mar 27 20:35:30 2026	1774640130	203	1167	1370	1167
Fri Mar 27 20:33:09 2026	1774639989	184	1185	1370	1185
Fri Mar 27 20:34:29 2026	1774640069	170	1200	1370	1200
Fri Mar 27 20:35:00 2026	1774640100	172	1198	1370	1198
Fri Mar 27 20:35:45 2026	1774640145	183	1187	1370	1187
Fri Mar 27 20:32:27 2026	1774639947	149	1221	1370	1221
Fri Mar 27 20:32:50 2026	1774639970	179	1191	1370	1191
Fri Mar 27 20:32:50 2026	1774639970	177	1193	1370	1193
Fri Mar 27 20:34:51 2026	1774640091	178	1192	1370	1192
Fri Mar 27 20:32:28 2026	1774639948	188	1182	1370	1182
Fri Mar 27 20:32:59 2026	1774639979	164	1206	1370	1206
Fri Mar 27 20:32:28 2026	1774639948	183	1186	1370	1186
Fri Mar 27 20:35:20 2026	1774640120	192	1178	1370	1178
Fri Mar 27 20:32:28 2026	1774639948	179	1191	1370	1191
Fri Mar 27 20:32:32 2026	1774639952	163	1207	1370	1207
Fri Mar 27 20:34:51 2026	1774640091	179	1191	1370	1191
Fri Mar 27 20:36:18 2026	1774640178	136	1234	1370	1233
Fri Mar 27 20:35:21 2026	1774640121	149	1221	1370	1221
Fri Mar 27 20:32:33 2026	1774639953	186	1184	1370	1184
Fri Mar 27 20:32:48 2026	1774639968	219	1151	1370	1151
Fri Mar 27 20:33:39 2026	1774640019	134	1236	1370	1236
Fri Mar 27 20:34:44 2026	1774640084	151	1219	1370	1216
Fri Mar 27 20:33:11 2026	1774639991	183	1187	1370	1187
Fri Mar 27 20:34:21 2026	1774640061	170	1200	1370	1200
Fri Mar 27 20:36:19 2026	1774640179	176	1194	1370	1194
Fri Mar 27 20:32:41 2026	1774639961	157	1213	1370	1213
Fri Mar 27 20:32:28 2026	1774639948	156	1215	1370	1215
Fri Mar 27 20:34:21 2026	1774640061	174	1197	1370	1197
Fri Mar 27 20:35:05 2026	1774640105	160	1210	1370	1210
Fri Mar 27 20:35:05 2026	1774640105	160	1210	1370	1210
Fri Mar 27 20:34:59 2026	1774640099	139	1231	1371	1231
Fri Mar 27 20:35:58 2026	1774640158	143	1228	1371	1225
Fri Mar 27 20:35:17 2026	1774640117	147	1224	1371	1224
Fri Mar 27 20:33:58 2026	1774640038	147	1224	1371	1224
Fri Mar 27 20:34:06 2026	1774640046	111	1260	1371	1260
Fri Mar 27 20:33:07 2026	1774639987	189	1182	1371	1182
Fri Mar 27 20:35:38 2026	1774640138	137	1233	1371	1233
Fri Mar 27 20:32:28 2026	1774639948	179	1192	1371	1192
Fri Mar 27 20:33:28 2026	1774640008	182	1189	1371	1188
Fri Mar 27 20:34:50 2026	1774640090	189	1182	1371	1182
Fri Mar 27 20:33:52 2026	1774640032	172	1199	1371	1199
Fri Mar 27 20:32:48 2026	1774639968	219	1152	1371	1151
Fri Mar 27 20:33:28 2026	1774640008	182	1189	1371	1188
Fri Mar 27 20:32:59 2026	1774639979	165	1206	1371	1206
Fri Mar 27 20:34:09 2026	1774640049	142	1229	1371	1228
Fri Mar 27 20:33:28 2026	1774640008	182	1189	1371	1188
Fri Mar 27 20:33:23 2026	1774640003	146	1225	1371	1225
Fri Mar 27 20:35:31 2026	1774640131	140	1231	1371	1231
Fri Mar 27 20:33:28 2026	1774640008	182	1189	1371	1188
Fri Mar 27 20:33:48 2026	1774640028	187	1184	1371	1184
Fri Mar 27 20:32:26 2026	1774639946	116	1255	1371	1255
Fri Mar 27 20:33:28 2026	1774640008	183	1189	1371	1188
Fri Mar 27 20:32:59 2026	1774639979	165	1206	1371	1206
Fri Mar 27 20:32:59 2026	1774639979	165	1206	1371	1206
Fri Mar 27 20:34:25 2026	1774640065	158	1214	1371	1213
Fri Mar 27 20:33:02 2026	1774639982	180	1192	1371	1192
Fri Mar 27 20:34:29 2026	1774640069	188	1183	1371	1183
Fri Mar 27 20:32:57 2026	1774639977	184	1187	1371	1187
Fri Mar 27 20:32:44 2026	1774639964	169	1202	1371	1202
Fri Mar 27 20:34:25 2026	1774640065	161	1210	1371	1210
Fri Mar 27 20:33:51 2026	1774640031	185	1186	1371	1186
Fri Mar 27 20:34:10 2026	1774640050	230	1142	1372	1142
Fri Mar 27 20:33:49 2026	1774640029	180	1192	1372	1192
Fri Mar 27 20:32:57 2026	1774639977	184	1187	1372	1187
Fri Mar 27 20:33:23 2026	1774640003	169	1203	1372	1203
Fri Mar 27 20:33:35 2026	1774640015	150	1222	1372	1221
Fri Mar 27 20:33:23 2026	1774640003	170	1202	1372	1202
Fri Mar 27 20:34:55 2026	1774640095	157	1215	1372	1173
Fri Mar 27 20:34:04 2026	1774640044	144	1228	1372	1228
Fri Mar 27 20:36:16 2026	1774640176	140	1232	1372	1232
Fri Mar 27 20:35:20 2026	1774640120	194	1178	1372	1178
Fri Mar 27 20:34:56 2026	1774640096	202	1170	1372	1170
Fri Mar 27 20:36:09 2026	1774640169	191	1181	1372	1181
Fri Mar 27 20:33:11 2026	1774639991	191	1181	1372	1181
Fri Mar 27 20:32:48 2026	1774639968	219	1154	1372	1153
Fri Mar 27 20:34:20 2026	1774640060	184	1189	1372	1189
Fri Mar 27 20:35:15 2026	1774640115	185	1188	1372	1188
Fri Mar 27 20:35:15 2026	1774640115	185	1188	1372	1188
Fri Mar 27 20:35:30 2026	1774640130	164	1209	1372	1208
Fri Mar 27 20:35:41 2026	1774640141	145	1227	1372	1227
Fri Mar 27 20:36:20 2026	1774640180	141	1231	1372	1230
Fri Mar 27 20:35:30 2026	1774640130	164	1209	1372	1208
Fri Mar 27 20:34:29 2026	1774640069	169	1203	1373	1203
Fri Mar 27 20:33:04 2026	1774639984	196	1176	1373	1176
Fri Mar 27 20:34:54 2026	1774640094	168	1204	1373	1204
Fri Mar 27 20:33:39 2026	1774640019	158	1215	1373	1215
Fri Mar 27 20:34:54 2026	1774640094	174	1199	1373	1199
Fri Mar 27 20:36:12 2026	1774640172	185	1187	1373	1187
Fri Mar 27 20:32:53 2026	1774639973	161	1211	1373	1211
Fri Mar 27 20:35:15 2026	1774640115	185	1188	1373	1188
Fri Mar 27 20:35:29 2026	1774640129	185	1188	1373	1188
Fri Mar 27 20:33:55 2026	1774640035	209	1164	1373	1164
Fri Mar 27 20:34:17 2026	1774640057	161	1212	1373	1212
Fri Mar 27 20:34:46 2026	1774640086	162	1211	1373	1211
Fri Mar 27 20:36:13 2026	1774640173	202	1171	1373	1171
Fri Mar 27 20:34:17 2026	1774640057	214	1159	1373	1159
Fri Mar 27 20:36:13 2026	1774640173	202	1171	1373	1171
Fri Mar 27 20:35:30 2026	1774640130	219	1154	1373	1150
Fri Mar 27 20:36:16 2026	1774640176	175	1198	1373	1198
Fri Mar 27 20:34:37 2026	1774640077	173	1200	1373	1200
Fri Mar 27 20:33:03 2026	1774639983	170	1203	1373	1203
Fri Mar 27 20:33:11 2026	1774639991	185	1189	1373	1189
Fri Mar 27 20:35:59 2026	1774640159	175	1199	1373	1198
Fri Mar 27 20:33:11 2026	1774639991	204	1170	1373	1170
Fri Mar 27 20:34:18 2026	1774640058	194	1179	1373	1179
Fri Mar 27 20:35:58 2026	1774640158	179	1195	1374	1195
Fri Mar 27 20:35:59 2026	1774640159	184	1190	1374	1190
Fri Mar 27 20:35:59 2026	1774640159	173	1201	1374	1201
Fri Mar 27 20:35:59 2026	1774640159	175	1199	1374	1199
Fri Mar 27 20:34:33 2026	1774640073	175	1198	1374	1198
Fri Mar 27 20:36:11 2026	1774640171	174	1200	1374	1199
Fri Mar 27 20:34:20 2026	1774640060	184	1190	1374	1190
Fri Mar 27 20:34:23 2026	1774640063	173	1200	1374	1200
Fri Mar 27 20:33:11 2026	1774639991	204	1170	1374	1170
Fri Mar 27 20:35:59 2026	1774640159	173	1201	1374	1201
Fri Mar 27 20:34:32 2026	1774640072	143	1231	1374	1231
Fri Mar 27 20:35:45 2026	1774640145	188	1186	1374	1186
Fri Mar 27 20:34:26 2026	1774640066	131	1243	1374	1243
Fri Mar 27 20:36:08 2026	1774640168	175	1199	1374	1199
Fri Mar 27 20:34:48 2026	1774640088	223	1151	1374	1151
Fri Mar 27 20:34:07 2026	1774640047	137	1237	1374	1237
Fri Mar 27 20:32:52 2026	1774639972	226	1148	1374	1148
Fri Mar 27 20:32:55 2026	1774639975	139	1235	1374	1235
Fri Mar 27 20:34:25 2026	1774640065	187	1187	1374	1187
Fri Mar 27 20:35:05 2026	1774640105	179	1195	1374	1195
Fri Mar 27 20:34:30 2026	1774640070	174	1200	1374	1200
Fri Mar 27 20:34:27 2026	1774640067	148	1226	1374	1226
Fri Mar 27 20:34:25 2026	1774640065	187	1187	1374	1187
Fri Mar 27 20:33:52 2026	1774640032	109	1266	1374	1265
Fri Mar 27 20:32:55 2026	1774639975	143	1232	1374	1232
Fri Mar 27 20:34:07 2026	1774640047	142	1233	1375	1232
Fri Mar 27 20:33:26 2026	1774640006	176	1199	1375	1199
Fri Mar 27 20:34:57 2026	1774640097	181	1194	1375	1194
Fri Mar 27 20:35:21 2026	1774640121	161	1214	1375	1214
Fri Mar 27 20:32:45 2026	1774639965	149	1226	1375	1226
Fri Mar 27 20:33:17 2026	1774639997	157	1218	1375	1218
Fri Mar 27 20:32:46 2026	1774639966	189	1186	1375	1186
Fri Mar 27 20:33:02 2026	1774639982	186	1189	1375	1189
Fri Mar 27 20:33:18 2026	1774639998	179	1197	1375	1197
Fri Mar 27 20:33:05 2026	1774639985	165	1211	1375	1211
Fri Mar 27 20:35:18 2026	1774640118	154	1221	1375	1221
Fri Mar 27 20:32:27 2026	1774639947	153	1223	1375	1222
Fri Mar 27 20:34:23 2026	1774640063	158	1218	1375	1217
Fri Mar 27 20:34:33 2026	1774640073	142	1233	1375	1233
Fri Mar 27 20:34:25 2026	1774640065	146	1230	1375	1229
Fri Mar 27 20:34:46 2026	1774640086	148	1227	1375	1227
Fri Mar 27 20:34:16 2026	1774640056	192	1184	1375	1183
Fri Mar 27 20:35:59 2026	1774640159	184	1192	1375	1191
Fri Mar 27 20:35:32 2026	1774640132	185	1190	1375	1190
Fri Mar 27 20:34:28 2026	1774640068	158	1217	1376	1217
Fri Mar 27 20:32:56 2026	1774639976	194	1181	1376	1181
Fri Mar 27 20:34:44 2026	1774640084	204	1171	1376	1171
Fri Mar 27 20:35:59 2026	1774640159	184	1191	1376	1190
Fri Mar 27 20:35:09 2026	1774640109	177	1199	1376	1199
Fri Mar 27 20:33:11 2026	1774639991	206	1170	1376	1170
Fri Mar 27 20:35:09 2026	1774640109	177	1199	1376	1199
Fri Mar 27 20:34:07 2026	1774640047	139	1237	1376	1237
Fri Mar 27 20:34:29 2026	1774640069	116	1260	1376	1260
Fri Mar 27 20:35:59 2026	1774640159	184	1192	1376	1192
Fri Mar 27 20:35:59 2026	1774640159	184	1192	1376	1191
Fri Mar 27 20:35:18 2026	1774640118	152	1224	1376	1224
Fri Mar 27 20:34:20 2026	1774640060	184	1192	1376	1192
